Model,Mean_IC,IC_Std,IC_Hit_Rate,Time_sec
OLS (Fama-MacBeth),0.0601816315409732,0.11033888713386093,0.7094594594594594,
Ridge,0.06232730032823605,0.11864989279082477,0.7297297297297297,2.324707269668579
Lasso,0.05116695875056606,0.12921301076380867,0.6418918918918919,2.078073740005493
