Batch_Size,Mean_IC,IC_Std,IC_Hit_Rate,Time_sec
64,0.04799241381320484,0.10954285836063676,0.668918918918919,744.4969882965088
256,0.045906956719941175,0.11055277704561396,0.6554054054054054,178.14718198776245
1024,0.03834167478979989,0.11808414173218977,0.6486486486486487,62.008211851119995
