Date,REGIME,OLS_FamaMacBeth,Ridge,Lasso,NN_64_32
2022-10-31,BULL,0.09389502691236377,0.09389502691236377,0.12572495819434246,-0.008156254422583123
2022-11-30,BULL,0.04273479178227123,0.04273479178227123,0.03742532724187169,0.016132177929640945
2022-12-30,NEUTRAL,0.025985218321371097,0.025985218321371097,0.011600451376160338,-0.0209889052796685
2023-01-31,NEUTRAL,0.01969819781510259,0.01969819781510259,0.004439962190193568,-0.003127181578022796
2023-02-28,NEUTRAL,0.032157519648674165,0.032157519648674165,0.059342248040347934,-0.0011052586902526168
2023-03-31,BULL,0.09121362936143135,0.09121362936143135,0.0717153906976011,0.06909717674756524
2023-04-28,NEUTRAL,0.07491389056367685,0.07491389056367685,0.08681225828935324,0.020716008086055445
2023-04-30,NEUTRAL,-0.006686699018780062,-0.006686699018780062,0.005445005382107693,0.0059396683997738516
2023-05-31,NEUTRAL,0.006928628153805089,0.006928628153805089,-0.008195023688835058,0.010089240438725496
2023-06-30,NEUTRAL,0.02438546567617467,0.02438546567617467,0.0382556162494772,0.0331089847183556
2023-07-31,NEUTRAL,-0.027181247702088476,-0.027181247702088476,-0.028606305660050804,-0.010913905199821397
2023-08-31,NEUTRAL,0.042387106696796385,0.042387106696796385,0.018008974690455322,0.001086100858142168
2023-09-29,NEUTRAL,0.0627726652303606,0.0627726652303606,0.054185224563331705,0.024227393573272367
2023-10-31,NEUTRAL,-0.006544915609750483,-0.006544915609750483,0.0034570731818278095,0.010697384479992179
2023-11-30,BULL,0.057452443311639095,0.057452443311639095,0.0426138429441793,0.05584954306780632
2023-12-29,BULL,0.0014256223092222325,0.0014256223092222325,-0.00827454595978733,0.008760601097493152
2024-01-31,BULL,0.03740051102609175,0.03740051102609175,0.04765070029956395,0.0008444162659724391
2024-02-29,BULL,0.013817250787332796,0.013817250787332796,0.001836127574811013,0.0038490395516710897
2024-03-29,NEUTRAL,0.006320818553172429,0.006320818553172429,0.004885340107236621,0.00552589392961365
2024-04-30,NEUTRAL,0.0465600464141408,0.0465600464141408,0.03771928942843775,-0.0012839374399798188
2024-05-31,NEUTRAL,0.04121786392981832,0.04121786392981832,0.0431511144982777,0.007242396584557331
2024-06-28,NEUTRAL,0.015268424012008846,0.015268424012008846,0.04058640471412284,-0.03150839115247004
2024-07-31,NEUTRAL,0.009423749964103705,0.009423749964103705,-0.01084264624051456,-0.005348887518368442
2024-08-30,NEUTRAL,-0.008456658849330057,-0.008456658849330057,-0.004946085636300633,0.053394406914278325
2024-09-30,BULL,0.04326314325290257,0.04326314325290257,0.04793457603686632,0.030356134361366693
2024-10-31,NEUTRAL,0.003465847180908612,0.003465847180908612,-0.0023958764808282105,0.009640693305579767
2024-11-29,BULL,-0.000622648682804143,-0.000622648682804143,0.013939833193805491,0.02507530680965532
2024-12-31,NEUTRAL,0.02635587560567882,0.02635587560567882,0.02986982622864562,0.04585747526623448
2025-01-31,NEUTRAL,-0.03777021857262632,-0.03777021857262632,-0.03658046324207513,-0.03990688311256531
2025-02-28,NEUTRAL,0.028515906934006484,0.028515906934006484,0.018207025335483556,0.01191333905818433
2025-03-31,NEUTRAL,-0.03849290740869836,-0.03849290740869836,-0.026294356796463147,-0.007755651174762127
2025-04-30,NEUTRAL,-0.0022352581992450063,-0.0022352581992450063,0.015834309704155725,0.0011246508911361489
2025-05-30,NEUTRAL,0.0800598040099105,0.0800598040099105,0.03741820159889036,0.06550332130029735
2025-06-30,NEUTRAL,0.08015496405391169,0.08015496405391169,0.07915986989842393,0.03443164743938534
2025-07-31,NEUTRAL,0.06098505082068464,0.06098505082068464,0.0666724262749333,0.015823280816774064
2025-08-29,NEUTRAL,0.0636724694954067,0.0636724694954067,0.050162999576407165,0.03606536707256016
2025-09-30,NEUTRAL,0.02737188049089703,0.02737188049089703,-0.010580210358401275,0.020895099389497844
2025-10-31,NEUTRAL,0.024125587121667142,0.024125587121667142,0.03456583128440138,0.03095495180808843
2025-11-28,NEUTRAL,-0.0070901355915497614,-0.0070901355915497614,0.008790106807914595,-0.004736994807143791
