Model,Cores,Time_sec,Mean_IC,Hit_Rate
FamaMacBeth,8,7.301013469696045,0.07597426173219901,0.7297297297297297
Ridge,8,8.502376794815063,0.06332899095005101,0.7364864864864865
Lasso,8,135.80878567695618,0.056128307226903984,0.6418918918918919
NN_64_32,8,230.70392394065857,0.027261715403217774,0.5743243243243243
