Model,Cores,Time_sec,Mean_IC,Hit_Rate
FamaMacBeth,2,7.375502586364746,0.07597426173219901,0.7297297297297297
Ridge,2,9.205177068710327,0.06332899095005101,0.7364864864864865
Lasso,2,188.0643002986908,0.056128307226903984,0.6418918918918919
NN_64_32,2,537.5487954616547,0.027261715403217774,0.5743243243243243
