Model,Cores,Time_sec,Mean_IC,Hit_Rate
FamaMacBeth,1,7.954191446304321,0.07597426173219901,0.7297297297297297
Ridge,1,10.484420537948608,0.06332899095005101,0.7364864864864865
Lasso,1,263.53698539733887,0.056128307226903984,0.6418918918918919
NN_64_32,1,814.6333522796631,0.027261715403217774,0.5743243243243243
