Model,Cores,Time_sec,Mean_IC,Hit_Rate
FamaMacBeth,16,7.259437561035156,0.07597426173219901,0.7297297297297297
Ridge,16,8.17596960067749,0.06332899095005101,0.7364864864864865
Lasso,16,115.26925826072693,0.056128307226903984,0.6418918918918919
NN_64_32,16,186.60169768333435,0.027261715403217774,0.5743243243243243
